stop_id,weekday,week_rel
21104,weekend,164.72216805122932
12860,weekday,164.71684422713687
70814,weekend,164.71490384376318
30170,weekend,164.5714117659695
39976,weekend,164.44353825456298
7730,weekday,164.2901372773961
5790,weekday,164.2427212074612
55651,weekday,164.20103246918353
47263,weekday,164.03281489519057
67015,weekend,164.0305564957347
3860,weekday,163.95204440581392
82878,weekday,163.92799994292918
11085,weekday,163.68663201263314
66880,weekday,163.6777797319984
20650,weekend,163.59125711489534
25880,weekend,163.40287883160835
70826,weekday,163.2024399168158
24680,weekday,162.92615168101193
12210,weekday,162.74546294978833
3883,weekend,162.70277851843284
68498,weekend,162.68124947568683
75409,weekday,162.5452105124794
430,weekend,162.53428954291803
29225,weekend,162.417924678354
1340,weekday,162.23705887961924
5550,weekend,162.02654033058784
10910,weekend,161.99426821297223
53070,weekday,161.98357704214106
3037,weekend,161.75823996362212
57210,weekend,161.68808496072037
16280,weekend,161.67797287363564
9134,weekend,161.59215877588198
29231,weekday,161.4801411050609
1250,weekend,161.47344018469983
45191,weekend,161.17788720301667
80031,weekend,160.92512534399356
40032,weekend,160.9215294971295
26860,weekend,160.86558277081411
375,weekend,160.82310981779983
5710,weekday,160.78836046219868
320,weekday,160.71484308598139
16112,weekday,160.63126447184092
68440,weekday,160.55909920323876
22710,weekend,160.5419547069518
30970,weekday,160.463446192742
59552,weekday,160.3357000326115
49724,weekday,160.3222950156934
74721,weekday,160.26788141032796
13200,weekend,159.6364547705533
85210,weekday,159.3678402387457
47570,weekday,159.25851512431908
67013,weekend,159.2539261329746
11080,weekday,159.0847634457332
23390,weekday,159.03790458921995
24250,weekend,158.9954732038401
30453,weekend,158.6638744146475
880,weekday,158.61204056896796
29240,weekday,158.5832336534078
77738,weekend,158.53426632251208
50703,weekend,158.453506362059
2672,weekend,158.41314519660153
400,weekday,158.29452547484448
68750,weekday,158.02205639217985
45692,weekend,157.9433085444032
320,weekend,157.8840660775988
68740,weekday,157.81499303631563
34690,weekend,157.7367487492071
39431,weekday,157.48756163545676
5330,weekday,157.46619126140362
24360,weekend,157.37170081762147
18120,weekend,157.20130021513415
99751,weekday,157.18532562400443
12690,weekend,157.11857641701602
60150,weekend,157.10047943200118
71346,weekday,157.08050018796158
548,weekend,157.05680595077266
47255,weekend,156.94725515136145
22152,weekend,156.94592979151057
67944,weekday,156.8539009715926
27350,weekend,156.82403996778126
20700,weekday,156.5597976774006
31132,weekday,156.39500605004952
64555,weekend,156.3902914407462
844,weekday,156.34118494201826
2995,weekday,156.03272362473746
72015,weekday,155.81476275993197
50330,weekday,155.75163974359066
46791,weekday,155.68305804035407
5420,weekend,155.66233177181138
31230,weekday,155.6360146276297
13293,weekend,155.49597225886285
3032,weekday,155.49148071642858
40075,weekday,155.36046511627907
85964,weekend,155.334283625731
9580,weekday,155.29369926414128
6050,weekday,155.29123787893812
85725,weekday,155.21532920333996
71339,weekday,155.1619907779096
8402,weekend,155.12186635804514
75414,weekend,155.1011843000314
46792,weekday,155.04546508588504
31230,weekend,154.91544125962005
75403,weekday,154.80122032412942
67150,weekday,154.68765955341752
15540,weekend,154.6393936621769
7160,weekend,154.62420809580587
62079,weekday,154.5866684946096
61446,weekend,154.40074419498438
31610,weekday,154.37621376605344
71326,weekday,154.35248256795995
29257,weekday,154.34559287115934
23610,weekend,154.32837511710687
400,weekend,154.3090561591495
8401,weekday,154.2513429717868
48810,weekend,154.00430273436976
31460,weekday,153.956321245562
80380,weekend,153.872324582064
10562,weekday,153.7948191772612
46504,weekday,153.73036631216019
905,weekday,153.66184051615855
81420,weekday,153.66117369931237
58079,weekend,153.53514073779903
70170,weekday,153.498052952116
28080,weekend,153.406133008352
5400,weekday,153.26947830112658
12910,weekday,153.26240308352985
46822,weekday,153.2596109578724
61999,weekday,153.1883688461516
26010,weekend,152.93016392407515
32165,weekday,152.74940424375148
57459,weekday,152.69497554167268
72420,weekday,152.5664688000958
80004,weekday,152.54527799132202
41247,weekday,152.48810975907057
1085,weekday,152.3787639874516
75408,weekday,152.37374031732224
8440,weekday,152.33205318594355
21450,weekday,152.3054384650973
46791,weekend,152.2999407999408
82235,weekend,152.02649222776682
53538,weekend,151.9734013287657
80496,weekday,151.93617754318322
67026,weekday,151.82812053116274
99263,weekend,151.8230750565675
41890,weekday,151.7856083322236
71339,weekend,151.74208106987112
49930,weekday,151.73446529112394
20650,weekday,151.51972019443159
19790,weekday,151.48976603728667
16440,weekday,151.48740464684204
10280,weekend,151.37667925608858
72311,weekday,151.3325427681243
65092,weekday,151.27041186257648
1530,weekday,151.20216879505293
10914,weekend,151.17036882746652
64802,weekday,151.15759395423396
59310,weekday,151.15500790172942
10860,weekday,151.12891215113171
9560,weekend,151.09104933458497
12485,weekend,150.95259921056444
12550,weekend,150.95001529511745
46092,weekend,150.9258273952928
9132,weekday,150.77893572659784
11910,weekend,150.76257764940016
40068,weekend,150.73626918212824
3470,weekend,150.6675193840767
67595,weekday,150.65785760662482
60800,weekday,150.53457837182333
29242,weekday,150.53099165295765
36145,weekday,150.50851763700203
80322,weekday,150.14434099944447
57429,weekday,150.0679335472496
38658,weekday,149.98683673469387
15190,weekend,149.9835412028582
70220,weekend,149.76798632023397
70220,weekday,149.53450467866065
45410,weekend,149.3001005934694
48880,weekend,149.27836861020413
2740,weekend,149.0627024725001
77738,weekday,149.0124462052147
420,weekend,148.90023606416463
570,weekend,148.84142840213178
12550,weekday,148.83339648293048
431,weekend,148.81853635019309
2672,weekday,148.80524605685295
12497,weekday,148.71566035987328
61467,weekday,148.43566724715666
12880,weekend,148.4058354453199
1250,weekday,148.25604249850232
40880,weekend,148.1770435226082
21080,weekend,148.01989520275396
52301,weekend,148.01307589701725
79570,weekday,147.88350476421726
880,weekend,147.7748225096668
46880,weekend,147.7665624498958
25752,weekday,147.72590892352545
20700,weekend,147.6887930702708
20910,weekend,147.6520768254308
67019,weekend,147.593753596442
21945,weekday,147.5894634245527
600,weekend,147.57659353962455
69876,weekday,147.519687090741
46840,weekday,147.41143183464195
3700,weekday,147.3021778386047
60450,weekend,147.2303145853983
11132,weekday,147.0759814219406
68007,weekend,146.85327068084808
75408,weekend,146.7745611457252
62079,weekend,146.7424470667482
14090,weekend,146.7417963376744
46479,weekday,146.44621496759413
18085,weekend,146.43678931553413
85260,weekend,146.25794532627867
70040,weekday,146.20308671549034
21990,weekend,146.12089556509585
30635,weekday,146.11610833761316
31590,weekday,145.9933313009798
60320,weekend,145.9889580154698
13540,weekday,145.89568157868112
47416,weekday,145.84580541776774
28030,weekday,145.8424270442366
60320,weekday,145.7286177232687
28680,weekend,145.59658625257967
39983,weekend,145.55566151338357
30460,weekday,145.5097761442489
85250,weekday,145.50554385914936
81665,weekday,145.46699544989235
37090,weekday,145.3848339274025
375,weekday,145.35298718076174
28600,weekday,145.15569139377186
24360,weekday,145.0412530329343
57453,weekend,144.92169081366745
49110,weekday,144.63703178404026
77630,weekday,144.62652381741822
16112,weekend,144.34909316264924
32150,weekday,144.25881721904094
71210,weekday,144.03402618612031
79234,weekday,144.01896061990888
10500,weekday,143.96088519897108
64465,weekday,143.9505311479723
79520,weekday,143.37205414824638
1180,weekday,143.2846521966414
85964,weekday,143.15753941866393
62173,weekday,143.1289577089492
41390,weekday,143.11910505430242
430,weekday,143.07937804156094
12805,weekday,143.06300552662708
50480,weekend,143.03140059794973
62139,weekend,142.98404299518216
3150,weekend,142.9646541639056
8402,weekday,142.90760907381318
24260,weekend,142.86481481481482
17010,weekend,142.82855098595854
79874,weekday,142.75130112682942
3700,weekend,142.7213783227422
58079,weekday,142.65677935179974
75310,weekday,142.64798372100037
5980,weekday,142.2948374469451
64502,weekend,142.19882739308915
84031,weekday,141.8215724114207
74041,weekday,141.71987516734
82280,weekend,141.71929424662684
15140,weekend,141.5383548506299
2550,weekend,141.4655256710914
11030,weekday,141.46273739807373
9900,weekday,141.38224596786185
45453,weekend,141.28856245100755
48346,weekend,141.21896914766452
36155,weekend,141.15655999825967
80485,weekend,141.04122765995672
18085,weekday,140.79367185380693
31910,weekday,140.78195147925177
59860,weekday,140.6023323842009
5492,weekday,140.5999034595046
52301,weekday,140.59696140686887
30538,weekday,140.59495883760405
73240,weekday,140.00292501476744
46365,weekday,139.8557107920652
71355,weekend,139.73655069602611
99253,weekend,139.65292072908903
16860,weekend,139.3844620893894
62198,weekday,139.30738200321787
3883,weekday,139.2422838356089
3810,weekday,139.2388664905128
46819,weekday,139.23638262322473
47263,weekend,138.90183585182703
47080,weekday,138.86061228254974
55780,weekend,138.84098712064454
24260,weekday,138.83024083196497
85942,weekday,138.75562324661436
10912,weekend,138.7539492850872
60457,weekday,138.58529969309757
76770,weekday,138.51056420692268
41121,weekday,138.49811663535732
75932,weekday,138.43463092647121
79562,weekday,138.3371939080767
75405,weekend,138.33368091492665
29262,weekend,138.2987488281131
67470,weekday,138.18960718192645
76376,weekend,138.15785656047134
76302,weekday,138.02202768706772
8681,weekday,137.96140507019638
9605,weekend,137.77428931503118
46092,weekday,137.76927822681648
