stop_id,auth_name,bearing_code,jurisdiction,kcm_managed_equipment,route_list,num_shelters,yrly_rel,yrly_rel_mins,stop_name
46233,Seattle,E,SEA,YES,107,0,152.64554902211933,2.5440924837019887,S 114th St & Cornell Ave S
430,Seattle,S,SEA,YES,13N 14 17EN 1N 2 36 3N 4 40N 62N 7 70N,0,152.45942465828668,2.5409904109714447,3rd Ave & Pine St
8440,Seattle,N,SEA,YES,106 4 48 634N 7 9E,1,152.33205318594355,2.538867553099059,Rainier Ave S & S Walker St
20700,Seattle,S,SEA,YES,24 31 33,1,152.2827061703916,2.53804510283986,28th Ave W & W Blaine St
19790,Seattle,N,SEA,YES,128 22 773 C,1,151.48976603728667,2.524829433954778,California Ave SW & Fauntleroy Way SW
24360,Seattle,E,SEA,YES,24 33,0,150.98629035769417,2.516438172628236,W Government Way & 34th Ave W
3883,Seattle,S,SEA,YES,36,0,150.55359377197044,2.509226562866174,Beacon Ave S & S Columbian Way
35600,Seattle,E,SEA,YES,45,0,150.23669917618972,2.5039449862698286,NW 85th St & 15th Ave NW
12550,Seattle,N,SEA,YES,4 48 8,1,149.8539091245206,2.4975651520753437,23rd Ave S & S Jackson St
75408,Seattle,S,SEA,YES,E,2,149.67413607387365,2.494568934564561,Aurora Ave N & N 46th St
29225,Seattle,E,SEA,YES,44,1,149.44459634975735,2.4907432724959557,N 46th St & Phinney Ave N
2010,Seattle,S,SEA,YES,1,0,149.36836045310153,2.489472674218359,10th Ave W & W Armour St
619,Seattle,N,SEA,YES,124N 131N 132N 17E 21N 24 28E 33 40 5,3,149.33104697851923,2.4888507829753204,4th Ave S & S Jackson St
98105,Seattle,E,SEA,YES,7,0,149.21021000572475,2.486836833428746,Virginia St & 4th Ave
30140,Seattle,W,SEA,YES,106 107 9E,1,149.190948820454,2.486515813674233,S Henderson St & Rainier Ave S
