stop_id,yrly_rel
41989,221.17127333792143
22830,220.41443997186278
59358,219.72827731295672
77890,219.62788552025515
68597,219.0965277734109
80509,218.86960101419976
27570,217.3777277401248
31460,217.09941184241623
64448,217.03728826636197
75307,216.8296125914816
20890,216.27131529954278
75820,215.33122176514811
57806,215.17526902964295
7430,215.1339392605069
68370,214.41388754597196
99267,212.9268297285943
26510,212.77838381513507
75909,212.5436276032391
85782,212.30916400367516
24680,212.22359667626208
11200,211.62001887987853
29600,211.26314584123975
45780,211.2190379727473
22940,211.06950083524833
1370,209.80657136692682
40802,209.7432212977585
72311,209.42079952631738
36931,209.32695267255517
16390,209.18915033784407
13760,208.41799052954516
35570,208.37544836579923
12600,208.19998692075922
49490,207.937399997694
28780,207.78618961196094
31135,207.5797619047619
64583,207.43783299889205
25752,207.3825703076318
39340,207.32135760842186
26400,207.0255801440701
51520,206.9569716346752
49724,206.0887564872441
14360,205.98151237240123
70170,205.93667623240808
18465,205.90487673318682
22160,205.88458473529624
19630,205.82336132938505
45692,205.52269413611435
84352,205.45182813429193
65335,205.19250501159075
57892,204.1774209708526
61441,204.114077341096
28600,204.04395320876304
35319,203.4396344874264
25880,203.33528374300286
70516,203.03863636363636
68390,202.94364029603048
52636,202.6648187013184
250,202.46239867929918
9000,202.29433203648298
28210,201.32195241162813
5980,200.6758251999483
55940,200.57579365079366
1420,200.326298218446
98750,199.57174359575768
12640,199.36772344258893
13282,199.2612618051972
58084,199.2589859465722
57127,199.24691695869174
6050,198.81966410882023
58137,198.77107279693487
1340,198.41247968856126
997,198.33620704243918
40828,198.30302931112504
71353,198.2388959405348
6710,197.95194619200896
37840,197.9512307404744
60747,197.6879970730059
50703,197.04196707404736
60150,196.7681962523689
64845,196.7630168786313
50734,196.61450813146774
74785,196.52372036612144
5790,195.38005587643636
26010,195.32831706966482
64802,195.29086588305236
30170,195.05214402413398
3600,194.71331520253477
21440,194.02371185163489
61446,193.87273181076614
760,193.70190838204917
57113,193.4197413011381
31731,193.0374340090031
70180,192.60184408257848
49930,192.23505240384085
53538,192.12284255454463
9580,191.34024851010665
9144,190.97717949774136
10916,190.87136763518578
23610,190.80538465571405
3210,190.60571738158401
27910,190.54906730414763
10513,190.520422935463
67655,190.23526784640876
23831,189.90170544242403
71326,189.6817018383377
8330,189.6539747702073
64840,189.4595238095238
59200,189.33927611428223
7210,189.21383563990858
31930,188.49096674031253
70826,187.89825831639567
5710,187.79049402789994
70529,187.67992424242425
4500,187.67565863464407
64622,187.625104427736
74230,187.58068802157632
5492,187.25890353337434
71336,186.83434456450377
39260,186.6547021651316
2220,186.61062536781714
37940,186.4393951804288
18740,186.39044663994468
11358,186.16039747138967
65014,186.07949819550572
1085,185.88725917260172
625,185.46397754339696
844,185.2980547679208
2330,184.9023469492486
11080,184.45420180244187
29091,184.19276739990204
74270,184.13887710356914
32165,184.01173693538183
53070,183.69843969637162
80496,183.33434454799976
19140,182.8328397322288
73812,182.64611719406489
85250,182.41761328886886
67944,182.30079344773858
36525,182.27975220160937
64585,181.63910525373302
13005,181.62500522729542
50480,181.32365636241332
10641,181.24368170258677
74232,180.8754062424953
59882,180.83012205532657
8681,180.4777168696075
7730,180.40804124915005
9141,180.0046929736922
72881,179.8128206689649
75409,179.19695581882786
6880,179.18434324434585
700,179.03370965783265
31140,178.95069975231408
1580,178.5713124093105
14230,178.53726271109383
9605,178.51156177846238
16380,178.14780899808602
9575,178.11688435163478
45410,177.60384194280783
16520,177.47900532270472
60450,177.18329648768284
26860,177.00586491101214
81980,176.69966576337256
10030,176.60708976051734
10562,176.5496583052123
73130,176.20293962181327
10280,175.8487019867605
77490,175.48006785340166
73814,175.24167196398898
41450,175.1413584288285
29231,175.07938818123642
62234,174.87851084082902
30635,174.79605083277536
10640,174.64715944831005
12690,174.19456215289878
2244,173.51723512051535
80380,173.3439764259493
53503,173.14823676034086
82235,173.10464483648778
30538,172.94930628561232
36145,172.91910564532122
68598,172.63899559316192
41740,172.07746753308606
39431,172.0765130021838
3037,171.9720674461789
32150,171.94895243070593
5330,171.48768417903685
64670,171.46545247475277
75403,171.13270065229366
45453,171.0376468051283
5420,170.96401005985763
73079,170.5030303030303
5400,170.4612502474251
21450,170.3757795556767
37081,170.21701925215984
31670,170.02167335605108
68803,169.89296964228276
17694,169.83305843656424
28080,169.6672658061781
50787,169.3809819478696
840,169.359720464453
300,169.31934129877396
39443,168.94087653799022
21765,168.36429198037655
26645,168.28658342200148
36890,168.25623359520964
65940,168.16577085766227
39429,168.05212489167155
68750,167.77193431782257
31590,167.6561709203766
8401,167.4844386496555
1530,166.84545081939893
31610,166.65431418282017
82110,166.12370210192756
67470,166.0971681469397
47972,166.06803422553511
11352,165.84313426614716
68740,165.75617823748786
57210,165.44246055207222
3860,165.32796698483648
8760,164.98960133444047
55780,164.7836010910293
71346,164.73526572743916
12860,164.71684422713687
50010,164.65977596560268
1180,164.54997675686542
40032,164.38636049071923
48810,164.3602560777765
7160,164.12580471563052
82878,163.92799994292918
80031,163.83543925393926
11085,163.68663201263314
30460,163.3083806991388
68440,163.2767858181996
69876,162.70132703410496
450,162.68792148912968
29262,162.5391038146428
6176,162.5080109766503
73240,162.17529039959567
71341,161.86882246143432
16440,161.53950170239906
8494,161.50137425569892
41247,161.3693342043881
75932,161.2098135948326
85260,160.6864257463882
68354,160.6185847433199
3032,160.51040371559208
27175,160.42786712950684
59552,160.3357000326115
48880,160.248475900233
36940,159.89890039814676
61310,159.79652782347216
85210,159.3678402387457
320,159.3500041712255
12350,159.24111247126123
9132,158.9092543779988
2370,158.60908834660157
75732,158.51133906295703
40880,157.9519353211534
70040,157.59588731713205
79562,157.53281435881664
20650,157.33992549536947
99751,157.18532562400443
38730,156.82569349834571
70130,156.6033110934923
400,156.3729599119201
68398,155.8654759663482
433,155.75984162544006
85942,155.38810282919002
31230,155.28859532519647
58394,155.21295231797725
8870,154.77403737885115
57640,154.63944465858498
1250,154.62871638291898
20530,154.2707415489852
64065,154.0597522841743
46791,154.05191222801196
41830,153.82981554238307
41121,153.8200973189862
21620,153.70688958904574
8590,153.6923125481762
905,153.66184051615855
77738,153.60332376176882
71339,153.5444659159995
38830,153.53331519955262
2672,153.43762599923173
880,153.3869532903763
46822,153.2596109578724
375,152.8117963093337
16112,152.78093187633777
11030,152.77753373239725
46233,152.64554902211933
430,152.45942465828668
8440,152.33205318594355
20700,152.2827061703916
47263,151.91609285642602
67026,151.82812053116274
84264,151.8060793563858
19790,151.48976603728667
74450,151.09344502423798
24360,150.98629035769417
47320,150.91137674285756
62079,150.8046331633193
3883,150.55359377197044
35600,150.23669917618972
79560,150.19613414960182
80322,150.14434099944447
38658,149.98683673469387
12550,149.8539091245206
75408,149.67413607387365
70220,149.6470761844192
29225,149.44459634975735
2010,149.36836045310153
619,149.33104697851923
98105,149.21021000572475
30140,149.190948820454
41900,149.03506478866726
68200,148.9959658637505
21104,148.97105782472136
46770,148.9159430048967
85964,148.91381849836836
8402,148.79662597871075
82770,148.69327970768398
69126,148.68415108498345
68355,148.18648080226998
41970,148.1679246330979
1110,148.02379696574533
58079,147.90170359147797
47255,146.76491098118933
23895,146.6504590221552
16430,146.59502937842123
46541,146.4903788074035
60900,146.48934529050567
84263,146.34264762187632
70702,145.96563541442112
13540,145.89568157868112
60320,145.85413893557995
59740,145.8336159519986
57452,145.7748778469573
81665,145.46699544989235
22710,145.2500667769548
3700,145.09357807202815
16103,145.0177127397852
13293,144.93428294248903
3484,144.62804725244104
77630,144.62652381741822
82167,144.60657085757484
80720,144.38827222533448
52301,144.17258803604756
46092,144.11261443304613
17160,143.9918684374282
10500,143.96088519897108
64465,143.9505311479723
18085,143.51446062999685
41390,143.11910505430242
12805,143.06300552662708
70814,143.05876758622088
47390,142.98654334038255
84292,142.97972261781928
79874,142.75130112682942
75310,142.64798372100037
46840,142.57426778093014
17698,142.08113861728708
39976,142.07945677561327
9134,142.07166311158178
34690,142.06181739256547
59310,141.96920482636105
8210,141.87464262965784
84031,141.8215724114207
80515,141.67760818009063
14090,141.59314852170286
43020,141.58898269032562
10860,141.3810020436564
590,141.34616541733683
3930,141.27353922596316
36155,141.15655999825967
24260,140.77548185941043
29257,140.55030119907642
71331,140.54244771106949
21080,140.5360873831525
41902,140.45659889809832
67013,140.32279000413047
62139,139.79987916991882
22152,139.797976207769
18220,139.76360848649568
12497,139.5564085114438
21945,139.4685667503204
46819,139.23638262322473
46880,138.88317322483798
57429,138.7035459955881
27350,138.58805536020543
23390,138.46008478613987
21141,138.15714383017803
9900,137.97279617464153
16280,137.6711362928485
9147,137.65557381947215
13200,137.33611570082394
1120,137.32685697200222
76302,137.29456200631927
48630,137.16611572746478
8541,137.01273125988507
79234,136.78442207405902
18120,136.58151879213446
59860,136.5722760140842
79570,136.47410691796802
35790,136.37199281949307
3810,136.32046511224178
28030,136.31052664610735
50330,136.1698591811846
10912,136.1101375112273
75884,136.06371397271738
40073,136.03718917203872
5550,135.81618813338002
61467,135.7021433647206
40068,135.6880329025606
73816,135.63301892367886
12910,135.50916439763287
81755,135.22429392315243
80004,135.20259603985738
67015,134.79781352078498
62173,134.71953234022922
3470,134.52200068380438
431,134.51866622580405
75414,134.45153359893249
46776,134.04013654771748
74721,133.95641405448072
72984,133.82707264455803
38235,133.68042619351647
85725,133.6058143081342
3800,133.42920426050173
61330,133.37497227299764
12485,133.1916114173857
15140,132.87815217813707
30970,132.8341197485055
12880,132.77360906086008
570,132.71578655249482
46792,132.62078467921643
80710,132.56212437542334
64305,132.2085354441151
59316,132.00908633244637
25240,131.93307729652432
76830,131.6513478887409
73419,131.4995200633165
72015,131.1283403573658
2180,131.11263402068917
24250,130.72356980305256
46504,130.70181230540646
71954,130.57600557792264
14200,130.35427125262652
2995,130.3325393981757
10914,130.31273298438762
75110,130.17736489730171
21990,129.95406021564588
58782,129.8097519656991
79520,129.5575837519612
62198,129.24811635594347
22850,129.2111111111111
3209,129.08406031411667
71210,129.0559748107346
46464,128.82535486603206
39890,128.7550301289529
75460,128.53815236896867
58132,128.5191873880048
74234,128.3484166497833
22820,128.18979253627387
8110,128.14041952661447
58088,128.11439977929368
76710,128.08026502624512
77740,128.02163168893736
31132,127.8938026359505
81420,127.84503765770025
60922,127.78880050700552
82280,127.29267965351363
25797,127.27441374593134
99253,126.8220368539293
17010,126.66128787974182
60482,126.5940272986596
39790,125.99788207338322
17695,125.77484244861826
59176,125.68766543762388
61462,125.61442453263709
61999,125.41182152409749
16680,125.30810070251664
82780,124.91878170616513
72420,124.89018736261407
60800,124.67805324629751
2640,124.67299416275668
67595,124.62786776677186
57453,124.54752959811997
81677,124.35250346662048
40075,124.06732933233309
47570,124.05752947704747
49110,124.05074229992842
72983,124.04495149521239
55651,124.01536458721527
515,123.98516784292453
60457,123.78096186587487
48346,123.76656031263418
81684,123.67623292858023
54002,123.43284168211163
45191,123.35187679642615
77400,123.1985824745366
76595,123.1373084405753
8090,123.01736111111111
3430,122.98132303544864
62133,122.86649169941379
42500,122.70891715461494
30340,122.59756248124772
64545,122.26288495089796
99750,122.25387090392736
56872,121.94683309063548
71335,121.81904015028256
47416,121.78218186922486
67019,121.67198305650413
9560,121.65162783492757
65287,121.43263764765267
11910,121.42570231096896
47175,121.26031782436539
420,121.21090576939078
3155,121.16611304801195
11070,120.92349597581767
62104,120.77739515657002
75555,120.66006155004
26210,120.55525127506364
66880,120.34969508175493
1690,120.33419394597664
17022,120.32722819511531
52304,120.32528793269907
75790,119.6458520825439
2940,119.43449067360439
81472,119.42783736978863
16860,119.38686070591386
60459,119.33428693332114
60923,119.25328892330184
57119,119.24023121902839
9978,119.23018034697017
30453,119.18180961791084
71850,119.17344547643619
46479,119.09576700516638
46130,118.58439587723002
16106,118.52547079029732
59400,118.19848793155548
3150,118.17664182772276
75881,118.16991462586013
73350,118.0517384807017
73059,117.9666504413639
9670,117.94004441012801
25110,117.76500728058761
82700,117.52271500109681
57350,117.29146586437405
68498,117.26665628641142
72314,117.24650704462577
17960,117.22711316031749
23561,117.0315619721504
68007,117.01623897530392
35318,116.9666907145636
7950,116.62654052268743
60161,116.58380328176398
19670,116.38093857556798
85251,115.99286829629304
12780,115.92537060918741
99252,115.57647022884538
10911,115.57247398790662
47080,115.5227563617954
11132,115.47789405483489
29249,115.42845528455285
76770,115.32794636986964
74041,114.8460560792905
25000,114.41673334536452
64502,114.39495056472784
1610,114.24641061922627
99261,114.11576765051042
18785,114.03704481792717
37130,113.79854136990474
41930,113.75993047148754
74710,113.57240627564398
39983,113.46921525142182
76021,113.44006504684468
76372,113.41428629368525
32011,113.28029024197784
65252,113.1970337068117
39955,112.88759976039111
47403,112.87935598351984
64555,112.80948556358003
61082,112.69643887725502
61080,112.54198173341902
46818,112.4451558175335
59312,112.1669098929307
46365,112.10389295652863
29242,112.0850096144624
1480,112.03986643030434
79610,111.71148955913677
15190,111.60729708177493
83703,111.49461963574964
16419,111.20354706315553
3380,111.17717064824147
38910,110.9625407461517
41255,110.91194702460419
46769,110.61280658458402
59580,110.40104815389216
46890,110.17660885198507
57774,110.08424520894238
75405,110.07503887743835
22264,110.01142100313488
45010,109.89045790668935
70820,109.81512121214362
64590,108.91344235479112
13600,108.89687290356049
57901,108.89571330112912
16132,108.67048771804964
75160,108.62013888888889
68006,108.55761459642827
22560,108.46099526462051
81418,108.34296496012843
57902,108.1233812494431
29261,107.96402152425183
16570,107.8650755964182
10910,107.85478373432973
5493,107.81878752118078
70597,107.79993686868687
9690,107.50157550389817
60902,107.23954726450353
76590,107.12951356753292
71460,107.03391088305116
13721,106.97467286462916
31920,106.06960035356278
39464,105.75294518699691
16800,105.66493418148869
1050,105.58467612881304
59881,105.38125597815976
16240,105.1306451585814
38050,104.95356938064735
19930,104.94496313168678
57775,104.73602509887806
9582,104.64961208291832
15540,104.36894397127502
79214,104.30418408468753
60185,103.829359137787
56649,103.79365961160457
79296,103.50901280378835
81456,103.09210837089798
71951,103.04752964779244
28680,102.7559438434749
31910,102.19357426372412
37090,102.05926769531273
47419,102.04235104708656
65323,101.95717363127302
79952,101.2141793092198
18440,100.84385221351594
59842,100.63022844307142
1920,100.4894824758911
43095,100.04883057285966
15060,100.01454963051951
38653,100.00584048008024
67636,99.99662316786262
55926,99.99348127382223
54146,99.66069384876691
11190,99.52446454607144
62329,99.23407138165936
61460,99.19002942410248
64561,99.14737218162296
29423,99.10348600860526
47240,98.82424310226502
32120,98.79761904761905
22557,98.63171736919115
36960,98.5984778371042
12842,98.51308313798134
76660,98.50833329791503
67014,98.34362934777674
31811,98.31409942465402
99263,98.1815566587946
41890,98.18080504311418
22380,98.01204828511786
22261,98.00804837000612
58500,97.8278738025148
69021,97.26799925424262
37849,97.09093492561087
605,96.83321259696662
80433,96.58928987761233
12980,96.44000984231825
64140,96.38061270424058
75304,96.37561741734278
548,96.2753089705797
9135,95.70254117801727
36390,95.50499525217539
8403,95.36520468825694
55583,95.19779968681502
45301,95.1066650022923
68001,95.07775259444415
1270,94.62280060176325
71961,94.60306247014952
35530,94.49857212310327
29243,94.32982036022364
481,93.97625193786446
75752,93.88375210526277
31137,93.84090917800899
57455,93.5861794731759
64466,93.43035322081678
39070,93.14852158259349
27780,93.00235907784923
72882,92.96639321447603
1471,92.88240965112604
82328,92.84515044840583
55050,92.84200160025686
36680,92.81441967335756
2361,92.79465306405521
58342,92.59029036002926
2740,92.5750123827887
620,92.4906591439507
54150,92.26699433367938
46871,92.23607709262535
75756,92.04233884601123
76300,91.98921538697162
9587,91.44848916297646
4489,91.16121366497376
52303,91.08535591255315
85630,91.079972215665
59282,91.01796266828997
35825,90.9731150403306
510,90.87444255219124
575,90.52462400961099
37150,89.16985225858734
17710,89.16510830822592
64592,89.05512303702888
340,89.00204998386367
76035,88.60999855698905
72294,88.23695591056558
47230,87.96964172889841
57459,87.95240434771266
75730,87.8449718339582
1215,87.62568904877588
60903,87.5214399534384
46714,87.49880791888116
98780,86.99673347166802
10658,86.4551931403749
59720,86.22638640422896
34910,86.01059374761006
71328,85.73166649063515
55938,85.45197394689812
52030,85.17141010557499
40125,85.01248494883743
54842,84.7878274071365
2550,84.24588885903323
46477,84.16043234951769
64566,83.9270140403048
68438,83.92507031006514
60921,83.83687206792767
6950,83.75494937726825
82200,83.63595041282782
73818,83.57079779955492
4370,83.41743330110245
71355,83.28890723255107
2690,83.10344263436369
1558,82.58382401078673
47260,82.52271182202904
390,82.3927257025408
57784,82.33944217870356
45305,82.24648160680147
19898,82.01739640034164
19240,81.9128011263428
34544,81.45888306392894
35110,80.98597973234584
56805,80.72215389645031
75007,80.55972924048793
76820,80.5363132906891
20250,80.29904637434248
76880,80.12556175943784
71960,80.09564037755896
11130,79.7199841192472
1540,79.64156225933883
46766,79.4030505952381
59314,78.64406958143702
80977,78.48348194918607
39080,78.40157684255868
76374,77.8411455858283
10328,77.54727402743195
76700,77.54168513011382
39980,77.46446940102513
11690,77.01444066934636
1560,75.792497784780707
29380,75.55475045673523
80485,75.0534296141683
70538,74.49461170142989
70310,73.64496630669208
76376,73.29675398450098
80438,73.1461422158707
60670,72.64778292905123
60137,72.15037064644369
71828,72.13516319830008
1073,71.64945427363641
57600,71.18355400476686
52306,70.65703913373405
11191,69.83593851334697
46478,69.80941512509256
16640,69.73931007114291
83760,69.54446412687807
11012,69.14447359761388
14960,68.86994511821189
75995,68.53666473033535
20910,68.49119950298017
70691,68.375
76023,68.20170958936993
46465,67.93304635925298
26715,66.39215411255411
600,66.3164876740213
20041,65.57078723818286
56151,65.38717568332898
10225,64.93276049957565
2580,64.70477057489663
45648,64.46278931782089
52305,64.11616269462054
19862,63.353530117372166
26730,62.93323111462887
69874,62.413821506589755
16914,60.9978356432778
64593,59.953226696277554
85230,59.6475
61870,59.10729938984334
29273,58.17584669335605
11680,57.83384601280081
83751,55.87807002897171
76221,55.0405131174868
75992,54.870067915864304
35317,54.43268021894146
60136,53.85911743433364
67652,53.75016968251452
2850,53.37352617360362
42576,53.32084435053427
52200,52.73588068590098
16102,51.88944593515015
16330,51.77266628873772
85640,51.62116150977282
22255,51.142422299670486
1710,51.015454158077
61420,51.00268945021769
19320,50.74889328316831
76305,50.57490236957912
76730,50.470295775046935
11370,49.73456308372601
71356,49.153529200911855
46505,47.781791690203576
99300,47.68510837184238
16100,47.02133402914745
46476,47.013993637178615
46463,46.33623276678761
16101,45.61947068965259
57458,45.33953484955567
80437,44.161866704382376
22553,41.07619555014795
18760,41.06052813381245
59839,40.783402132841
9650,39.50317279935384
80431,39.002600745653794
75400,37.794834551211785
45649,37.234445545065064
75912,33.902435537620725
67654,33.18318919848641
11570,32.63809523809524
82718,29.84469696969697
73227,29.812313671999906
57451,28.969859028046912
68404,28.870892652102196
65500,27.95079493751201
72329,27.365722049403463
76222,27.20806918776884
23170,27.19628844990785
45651,23.97733659234661
68003,23.725106740809096
13460,22.78561305095407
691,20.928782794045393
12770,18.88292682926829
25755,18.269148853758654
29420,17.072778342311345
82785,17.036268957044737
45303,13.604772383210735
9050,10.389146825396825
79877,8.691592812200307
85170,8.306703632211132
82687,7.535272786743431
558,4.9050624729051675
75758,1.1934722222222223
74580,-2.19469696969697
81294,-2.546578996237084
1404,-6.228674680047935
23421,-9.688189941048469
99254,-20.41521095457607
1040,-27.569494057906617
32013,-33.954881612640236
1570,-36.512366959082655
25798,-36.52459591470097
5880,-39.77445849918915
71347,-50.84444444444444
39530,-51.40182020548633
12841,-57.03369027493342
10325,-64.15443371582597
70694,-70.04942851198041
1010,-85.2754514014944
9586,-89.19968813060096
23422,-99.059541225154
82716,-109.1828866652783
70521,-110.45189393939394
70515,-141.43977272727273
29431,-145.76884196025856
71260,-163.55416666666667
29455,-169.02782315337984
64481,-282.5874580751903
64760,-455.656746031746
64790,-480.41031746031746
65570,-738.0229786083053
65630,-922.1271035250168
80484,-925.5248457248457
46712,-1105.1731767561419
53446,-1403.0403973063762
