stop_id,auth_name,bearing_code,jurisdiction,kcm_managed_equipment,route_list,num_shelters,yrly_rel,yrly_rel_mins,stop_name
73950,Kirkland,W,KIR,YES,250,0,NA,NA,NE 85th St & 132nd Ave NE
73951,Kirkland,W,KIR,YES,250,0,NA,NA,NE 85th St & 128th Ave NE
73952,Kirkland,W,KIR,YES,250,0,NA,NA,NE 85th St & 126th Ave NE
73953,Kirkland,W,KIR,YES,239 250,1,NA,NA,NE 85th St & 124th Ave NE
73960,Redmond,N,RED,YES,221,0,NA,NA,166th Ave NE & NE 83rd St
73970,Redmond,N,RED,YES,221,0,NA,NA,166th Ave NE & NE 87th St
80772,Renton,S,RNT,YES,153,0,NA,NA,Lind Ave SW & SW 27th St
80780,Kent,S,KNT,YES,153 161 566E,0,NA,NA,Central Ave N & S 228th St
80790,Kent,S,KNT,YES,153 161,0,NA,NA,Central Ave N & E George St
80820,Kent,W,KNT,YES,150 162 183,1,NA,NA,W James St & 4th Ave N
72299,Redmond,W,RED,YES,930,0,NA,NA,Bear Creek Pkwy & 164th Ave NE
72303,Private Owner,S,RED,YES,930,0,NA,NA,166th Ave NE & NE 74th St
72304,Redmond,S,RED,YES,269,0,NA,NA,185th Ave NE & NE 68th St
72305,Redmond,W,RED,YES,269 545E,0,NA,NA,NE 76th St & 177th Pl NE
72306,Redmond,E,RED,YES,545E,0,NA,NA,NE 76th St & 177th Pl NE
72307,Redmond,E,RED,YES,250 269,0,NA,NA,NE Union Hill Rd & 178th Pl NE
72308,Redmond,N,RED,YES,930,0,NA,NA,Bear Creek Pkwy & NE 74th St
72309,Redmond,W,RED,YES,224 250,0,NA,NA,NE Union Hill Rd & Avondale Rd NE
76731,Unknown,N,SEA,YES,61,0,NA,NA,Lake City Way NE & NE 135th St
76750,Seattle,N,SEA,YES,322 372E 522E,0,NA,NA,Lake City Way NE & Erickson Pl NE
76790,State Dept. of Transportation,N,LFP,YES,322 372E 522E,1,NA,NA,Bothell Way NE & NE 153rd St
74400,Kirkland,S,KIR,YES,255,0,NA,NA,108th Ave NE & NE 60th St
74410,Kirkland,S,KIR,YES,255,0,NA,NA,108th Ave NE & NE 58th St
74420,Kirkland,S,KIR,YES,255,1,NA,NA,108th Ave NE & NE 53rd St
74430,Kirkland,S,KIR,YES,255,0,NA,NA,108th Ave NE & NE 47th Pl
74437,Kirkland,N,KIR,YES,249 250,0,NA,NA,NE 38th Pl & Lake Washington Blvd NE
74440,Kirkland,S,KIR,YES,255,0,NA,NA,108th Ave NE & NE 44th St
74441,Bellevue,S,BEL,YES,255,0,NA,NA,108th Ave NE & NE 39th St
74442,Bellevue,S,BEL,YES,255,0,NA,NA,108th Ave NE & NE 38th Pl
81182,Algona,N,ALG,YES,917,0,NA,NA,Main St & 2nd Ave N
81186,Algona,N,ALG,YES,917,0,NA,NA,Main St & 5th Ave N
81188,Algona,N,ALG,YES,917,0,NA,NA,Main St & Broadway
81190,Algona,N,ALG,YES,917,0,NA,NA,Algona Blvd N & 8th Ave N
81194,Algona,N,ALG,YES,917,0,NA,NA,Algona Blvd N & 10th Ave N
72310,Kirkland,E,KIR,YES,245,1,NA,NA,NE 70th St & 120th Ave NE
73089,Redmond,E,RED,YES,249 895EN,0,NA,NA,NE 40th St & 163rd Ave NE
73092,Redmond,E,RED,YES,249 895EN,0,NA,NA,NE 40th St & Bel-Red Rd
73095,Redmond,W,RED,YES,250,2,NA,NA,Redmond Way & Willows Rd NE
73100,Redmond,W,RED,YES,250,1,NA,NA,Redmond Way & 149th Pl NE
73106,Redmond,W,RED,YES,250,0,NA,NA,Redmond Way & 145th Ave NE
73108,Redmond,S,RED,YES,B,1,NA,NA,148th Ave NE & NE 87th St
73110,Redmond,S,RED,YES,B,1,NA,NA,148th Ave NE & Redmond Way
73112,Redmond,W,RED,YES,250,0,NA,NA,Redmond Way & 140th Ave NE
76810,State Dept. of Transportation,N,LFP,YES,322 372E 522E,0,NA,NA,Bothell Way NE & NE 165th St
77910,King County,N,SHL,YES,333,0,NA,NA,15th Ave NE & NE 180th St
77920,King County,N,SHL,YES,333,0,NA,NA,15th Ave NE & 24th Ave NE
77930,King County,N,SHL,YES,333,0,NA,NA,15th Ave NE & NE Perkins Way
77939,King County,N,SHL,YES,333,0,NA,NA,15th Ave NE & NE 192nd St
77940,King County,S,SHL,YES,333,0,NA,NA,15th Ave NE & NE 192nd St
77942,Unknown,N,SHL,UNK,331,0,NA,NA,Ballinger Way NE & 19th Ave NE
77950,King County,N,SHL,YES,333,0,NA,NA,15th Ave NE & NE 196th St
77960,Shoreline,N,SHL,YES,333,0,NA,NA,15th Ave NE & Forest Park Dr NE
75120,King County,S,SHL,YES,333 5,1,NA,NA,Dayton Ave N & N 155th St
75340,King County,W,KC,YES,333,0,NA,NA,N 145th St & Meridian Ave N
75350,King County,W,SEA,YES,333,0,NA,NA,N 145th St & Courtland Pl N
75360,King County,W,SEA,YES,333,0,NA,NA,N 145th St & Interlake Ave N
81195,Auburn,N,AUB,YES,917,0,NA,NA,O St SW & Boundary Rd SW
81542,King County,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 100th St
81544,Kirkland,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 102nd Pl
81546,Kirkland,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 104th St
81548,Kirkland,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 104th St
81550,Redmond,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 108th St
81552,Redmond,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 110th Pl
81554,Redmond,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 112th St
81564,Kirkland,S,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 110th Pl
73922,Unknown,S,KIR,YES,225 895E,0,NA,NA,132nd Ave NE & NE 80th St
73923,Unknown,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 80th St
73924,Unknown,S,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 75th St
73925,Unknown,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 75th St
73926,Unknown,N,KIR,UNK,225,0,NA,NA,132nd Ave NE & NE 70th Pl
73945,Redmond,E,RED,YES,250,0,NA,NA,Redmond Way & 145th Ave NE
74346,Kirkland,N,KIR,YES,239,0,NA,NA,124th Ave NE & NE 97th St
74347,Kirkland,N,KIR,YES,239,0,NA,NA,124th Ave NE & NE 100th St
77970,Shoreline,N,SHL,YES,333,0,NA,NA,15th Ave NE & Forest Park Dr NE
80121,Port of Seattle,N,STC,YES,161,0,NA,NA,Air Cargo Rd & S 166th St
80123,Port of Seattle,N,STC,YES,161,0,NA,NA,Air Cargo Rd & S 160th St
80124,Port of Seattle,N,STC,YES,161,0,NA,NA,Air Cargo Rd & S 156th St
80147,Port of Seattle,S,STC,YES,161,0,NA,NA,Air Cargo Rd & S 156th St
75370,King County,W,KC,YES,333,0,NA,NA,N 145th St & Aurora Ave N
75380,King County,W,SEA,YES,333,0,NA,NA,N 145th St & Linden Ave N
75390,King County,W,SEA,YES,333,0,NA,NA,N 145th St & Dayton Ave N
75402,University of Washington,W,SEA,YES,372EN 45 67,1,NA,NA,East Stevens Way NE & Mason Rd
76081,Unknown,W,BOT,NO,230,0,NA,NA,Monte Villa Pkwy & 35th Ave SE
81566,Kirkland,S,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 109th Pl
71280,Bellevue,W,BEL,YES,249,0,NA,NA,NE 24th St & 167th Ave NE
71290,Bellevue,W,BEL,YES,249,0,NA,NA,NE 24th St & 164th Ave NE
71300,Bellevue,W,BEL,YES,226 249,1,NA,NA,NE 24th St & 161st Ave NE
71310,Bellevue,W,BEL,YES,226 249,0,NA,NA,NE 24th St & 160th Ave NE
71320,Bellevue,W,BEL,YES,249,0,NA,NA,NE 24th St & 156th Ave NE
71322,Redmond,W,RED,YES,249 B,1,NA,NA,NE 24th St & Bel-Red Rd
71323,Unknown,N,RED,UNK,221 249 269,0,NA,NA,152nd Ave NE & NE Shen St
71325,Redmond,E,RED,YES,225 269 B,0,NA,NA,NE 40th St & 152nd Ave NE
71327,Redmond,W,RED,YES,225 269,0,NA,NA,NE 40th St & 150th Ave NE
74348,Kirkland,N,KIR,YES,239,0,NA,NA,124th Ave NE & NE 104th St
74352,Kirkland,N,KIR,YES,239,0,NA,NA,124th Ave NE & NE 108th Pl
74354,Kirkland,N,KIR,YES,239,0,NA,NA,124th Ave NE & NE 112th Pl
74370,Kirkland,S,KIR,YES,230 231 893N,0,NA,NA,3rd St & 9th Ave
74380,Kirkland,S,KIR,YES,230 231 893N,0,NA,NA,3rd St & 7th Ave
74390,Kirkland,S,KIR,YES,230 231 893N,0,NA,NA,3rd St & 5th Ave
74395,Kirkland,S,KIR,YES,255 986E,1,NA,NA,108th Ave NE & NE 68th St
74396,Kirkland,S,KIR,YES,255,0,NA,NA,108th Ave NE & NE 62nd St
75030,King County,S,SHL,YES,331,0,NA,NA,Dayton Ave N & N 183rd St
80150,SeaTac,W,STC,YES,161 F,0,NA,NA,S 154th St & 24th Ave S
80151,SeaTac,E,STC,YES,161 F,1,NA,NA,S 154th St & 24th Ave S
80742,Tukwila,S,TUK,YES,150,1,NA,NA,Interurban Ave S & S 147th St
80761,Renton,S,RNT,YES,153 F,0,NA,NA,Lind Ave SW & SW Grady Way
80763,Renton,S,RNT,YES,153,0,NA,NA,Lind Ave SW & SW 39th St
80764,Renton,S,RNT,YES,153,0,NA,NA,Lind Ave SW & SW 41st St
80765,Renton,N,RNT,YES,153,0,NA,NA,Lind Ave SW & SW 39th St
80766,Renton,S,RNT,YES,153,0,NA,NA,Lind Ave SW & SW 21st St
80767,Renton,N,RNT,YES,153,0,NA,NA,Lind Ave SW & SW 21st St
80768,Renton,S,RNT,YES,F,1,NA,NA,Lind Ave SW & SW 16th St
76082,Unknown,W,BOT,UNK,230,0,NA,NA,Monte Villa Pkwy & 39th Ave SE
76083,Unknown,N,BOT,NO,230,0,NA,NA,39th Ave SE & NE 204th Pl
76084,Unknown,N,BOT,NO,230,0,NA,NA,120th Ave NE & NE 203rd St
76085,Unknown,S,BOT,NO,230,0,NA,NA,120th Ave NE & North Creek Pkwy
76086,Unknown,S,BOT,NO,230,0,NA,NA,120th Ave NE & NE 195th St
76087,Unknown,N,BOT,NO,230,0,NA,NA,120th Ave NE & NE 195th St
72250,Kirkland,S,KIR,YES,250,0,NA,NA,State St S & 10th Ave S
72290,Kirkland,E,KIR,YES,245,0,NA,NA,NE 68th St & 112th Ave NE
72291,Redmond,N,RED,YES,269,0,NA,NA,185th Ave NE & NE 68th St
73055,Bellevue,N,BEL,YES,226 250,1,NA,NA,116th Ave NE & NE 12th St
73056,Bellevue,N,BEL,YES,250,0,NA,NA,116th Ave NE & NE 21st St
75050,King County,S,SHL,YES,331,0,NA,NA,Dayton Ave N & N 179th Pl
75060,King County,S,SHL,YES,331,0,NA,NA,Dayton Ave N & St. Luke Pl N
76044,Bothell,W,BOT,YES,239,0,NA,NA,E Riverside Dr & Eason Ave
76045,Bothell,E,BOT,YES,239,0,NA,NA,E Riverside Dr & Eason Ave
80769,Renton,S,RNT,YES,153,0,NA,NA,Lind Ave SW & SW 29th St
81170,Pacific,N,PAC,YES,917,0,NA,NA,Milwaukee Blvd S & Ellingson Rd
81172,Algona,N,ALG,YES,917,0,NA,NA,Milwaukee Blvd S & 4th Ave S
81174,Algona,N,ALG,YES,917,0,NA,NA,Milwaukee Blvd S & 3rd Ave S
81178,Algona,N,ALG,YES,917,1,NA,NA,Milwaukee Blvd S & Warde St
79215,Kent,W,KNT,YES,165,0,NA,NA,W Smith St & 6th Ave N
73077,Redmond,W,RED,YES,249 895EN,0,NA,NA,NE 40th St & 168th Ave NE
73080,Bellevue,S,BEL,YES,221 226 245 271,0,NA,NA,150th Ave SE & 150th Ave SE
76058,Bothell,E,BOT,YES,239,0,NA,NA,E Riverside Dr & 111th Ave NE
76060,Bothell,E,BOT,YES,239,0,NA,NA,E Riverside Dr & 111th Ave NE
81532,Redmond,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 85th St
81534,Redmond,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 88th St
81536,Redmond,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 93rd St
81538,King County,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 95th St
81540,King County,N,KIR,YES,225,0,NA,NA,132nd Ave NE & NE 97th St
79226,Kent,E,KNT,YES,165,0,NA,NA,W Smith St & 6th Ave N
79227,Kent,S,KNT,YES,150,0,NA,NA,68th Ave S & S 216th St
79228,Kent,S,KNT,YES,150,0,NA,NA,68th Ave S & S 220th St
79229,Kent,S,KNT,YES,150,0,NA,NA,68th Ave S & Kent Puget Power Trl
73867,Redmond,W,RED,YES,930,0,NA,NA,NE 90th St & 151st Ave NE
73868,Redmond,E,RED,YES,930,0,NA,NA,NE 90th St & 151st Ave NE
73872,Redmond,E,RED,YES,B,0,NA,NA,NE 90th St & 154th Ave NE
74321,Kirkland,S,KIR,YES,239,0,NA,NA,124th Ave NE & NE 115th Pl
74322,Kirkland,S,KIR,YES,239,0,NA,NA,124th Ave NE & NE 110th Pl
74324,Kirkland,S,KIR,YES,239,0,NA,NA,124th Ave NE & NE 108th Pl
74326,Kirkland,S,KIR,YES,239,0,NA,NA,124th Ave NE & NE 104th St
71220,Redmond,W,RED,YES,249 895EN,0,NA,NA,NE 24th St & 185th Pl NE
71230,Redmond,W,RED,YES,249 895EN,0,NA,NA,NE 24th St & 182nd Ave NE
71240,Redmond,W,RED,YES,249 895EN,1,NA,NA,NE 24th St & 180th Ave NE
71250,Redmond,W,RED,YES,249 895EN,1,NA,NA,NE 24th St & 175th Ave NE
71270,Bellevue,W,BEL,YES,249,1,NA,NA,NE 24th St & 169th Ave NE
80890,Auburn,W,AUB,YES,181,0,NA,NA,E Main St & D St NE
74327,Kirkland,S,KIR,YES,239,0,NA,NA,124th Ave NE & NE 100th St
74328,Kirkland,S,KIR,YES,239,0,NA,NA,124th Ave NE & NE 97th St
74331,Kirkland,S,KIR,YES,239,0,NA,NA,124th Ave NE & NE 90th St
74332,Kirkland,S,KIR,YES,230 231 893N,0,NA,NA,3rd St & 15th Ave
74340,Kirkland,S,KIR,YES,230 231 893N,0,NA,NA,3rd St & 13th Ave
74342,Kirkland,N,KIR,YES,239,0,NA,NA,124th Ave NE & NE 85th St
74344,Kirkland,N,KIR,YES,239,0,NA,NA,124th Ave NE & NE 90th St
75020,King County,S,SHL,YES,331,0,NA,NA,Dayton Ave N & N 185th St
79213,Kent,E,KNT,YES,150,0,NA,NA,S 228th St & 64th Ave S
80280,Tukwila,N,TUK,YES,156,0,NA,NA,51st Ave S & S 166th St
80290,Tukwila,N,TUK,YES,156,0,NA,NA,51st Ave S & S 164th St
80300,Tukwila,N,TUK,YES,156,0,NA,NA,51st Ave S & S 160th St
80310,Tukwila,E,TUK,YES,156,0,NA,NA,S 160th St & 53rd Ave S
80320,Tukwila,N,TUK,YES,156,0,NA,NA,53rd Ave S & Klickitat Dr
72180,Kirkland,N,KIR,YES,250,0,NA,NA,State St S & 10th Ave S
72190,Kirkland,N,KIR,YES,250,0,NA,NA,State St & 7th Ave S
72200,Kirkland,N,KIR,YES,250,0,NA,NA,State St & 3rd Ave S
72230,Kirkland,S,KIR,YES,250,1,NA,NA,State St & 4th Ave S
72232,Kirkland,S,KIR,YES,250,1,NA,NA,State St & 6th Ave S
73040,Bellevue,S,BEL,YES,271,0,NA,NA,NE 1st St & Lake Washington Blvd NE
73042,Bellevue,E,BEL,YES,271,0,NA,NA,NE 8th St & 92nd Ave NE
73043,Bellevue,W,BEL,YES,271,0,NA,NA,NE 8th St & 95th Ave NE
81254,King County,S,SHL,YES,345 346 365,0,NA,NA,5th Ave NE & NE 152nd St
76024,Bothell,W,BOT,YES,239,0,NA,NA,E Riverside Dr & 111th Ave NE
80862,Auburn,E,AUB,YES,181,1,NA,NA,8th St NE & Harvey Rd NE
73044,Bellevue,E,BEL,YES,271,0,NA,NA,NE 8th St & 94th Ave NE
73047,Bellevue,S,BEL,YES,250,0,NA,NA,116th Ave NE & NE 24th St
73048,Bellevue,E,BEL,YES,271,0,NA,NA,NE 8th St & 98th Ave NE
73049,Bellevue,E,BEL,YES,246 271,1,NA,NA,NE 8th St & 106th Ave NE
73051,Bellevue,S,BEL,YES,250,0,NA,NA,116th Ave NE & NE 19th St
73054,Bellevue,N,BEL,YES,250,0,NA,NA,116th Ave NE & NE 19th St
73847,Kirkland,E,KIR,YES,250,0,NA,NA,NE 85th St & 128th Ave NE
73848,Redmond,E,RED,YES,542E 545E 930,0,NA,NA,NE 85th St & 154th Ave NE
76030,Bothell,W,BOT,YES,239,0,NA,NA,E Riverside Dr & E Riverside Pl
81242,King County,S,SHL,YES,365,0,NA,NA,5th Ave NE & NE 179th Pl
81243,Unknown,S,SHL,UNK,348,0,NA,NA,Shoreline North Transit Center AcRd & Shoreline North Transit Center AcRd
73852,Kirkland,E,KIR,YES,250,1,NA,NA,NE 85th St & 132nd Ave NE
73853,Redmond,W,RED,YES,B,0,NA,NA,NE 90th St & 154th Ave NE
73854,Unknown,W,RED,YES,930,0,NA,NA,NE 90th St & 154th Ave NE
71370,Redmond,E,RED,YES,249,1,NA,NA,NE 24th St & 152nd Ave NE
76970,State Dept. of Transportation,E,WDV,NO,311 522E,0,NA,NA,SR 522 Ramp & 132nd Ave NE
76979,Woodinville,E,WDV,YES,311,0,NA,NA,NE 175th St & 133rd Ave NE
78002,Woodinville,S,WDV,YES,231 311,1,NA,NA,138th Pl NE & NE 178th Pl
78003,Woodinville,N,WDV,YES,231 311,0,NA,NA,138th Pl NE & NE 178th Pl
78044,Unknown,N,CAR,UNK,629,0,NA,NA,Tolt Ave & W Morrison St
78045,Carnation,N,CAR,YES,629,1,NA,NA,Tolt Ave & W Bird St
78046,Unknown,S,CAR,UNK,629,0,NA,NA,Tolt Ave & W Rutherford St
81245,Unknown,S,SHL,UNK,365,0,NA,NA,Shoreline North Transit Center AcRd & Shoreline North Transit Center AcRd
81246,King County,S,SHL,YES,365,1,NA,NA,5th Ave NE & NE 174th St
81248,King County,S,SHL,YES,365,0,NA,NA,5th Ave NE & NE 170th St
81252,King County,S,SHL,YES,345 346 365,0,NA,NA,5th Ave NE & NE 155th St
74318,Kirkland,E,KIR,YES,230 231 893N,0,NA,NA,18th Ave & Market St
74320,Kirkland,E,KIR,YES,230 231 893N,0,NA,NA,18th Ave & 3rd St
74990,King County,S,SHL,YES,331 348,0,NA,NA,3rd Ave NW & NW 191st St
75000,King County,E,SHL,YES,348,0,NA,NA,NW Richmond Beach Rd & 8th Ave NW
71380,Bellevue,E,BEL,YES,249,0,NA,NA,NE 24th St & 164th Ave NE
71390,Bellevue,E,BEL,YES,249,0,NA,NA,NE 24th St & 167th Ave NE
72330,Kirkland,E,KIR,YES,245,0,NA,NA,NE 70th St & 124th Ave NE
72348,Kirkland,E,KIR,YES,245,0,NA,NA,NE 70th St & 128th Ave NE
72371,King County,E,RED,YES,225 245,0,NA,NA,NE Old Redmond Rd & 132nd Ave NE
78070,Mercer Island,W,MI,YES,630,1,NA,NA,SE 24th St & 70th Ave SE
80189,SeaTac,W,TUK,YES,156,0,NA,NA,S 164th St & Military Rd S
75005,King County,E,SHL,YES,348,1,NA,NA,NW Richmond Beach Rd & 3rd Ave NW
76009,Bothell,W,BOT,YES,230,1,NA,NA,NE 195th St & 120th Ave NE
76010,Woodinville,W,WDV,YES,231,0,NA,NA,NE 175th St & 131st Ave NE
76014,State Dept. of Transportation,W,BOT,NO,311 522E,1,NA,NA,SR 522 Ramp & 132nd Ave NE
72380,Redmond,E,RED,YES,225 245,1,NA,NA,NE Old Redmond Rd & 137th Ave NE
73243,Bellevue,S,BEL,YES,221 225 269 B,1,NA,NA,148th Ave NE & NE 46th St
73246,Bellevue,S,BEL,YES,221 225 269,1,NA,NA,148th Ave NE & NE 43rd Pl
73248,Bellevue,S,BEL,YES,221,1,NA,NA,148th Ave NE & NE 40th St
73250,Bellevue,S,BEL,YES,221,1,NA,NA,148th Ave NE & NE 37th Pl
80240,SeaTac,E,STC,YES,156,1,NA,NA,S 170th St & Military Rd S
80250,SeaTac,E,STC,YES,156,0,NA,NA,S 170th St & 51st Ave S
80260,SeaTac,N,STC,YES,156,0,NA,NA,51st Ave S & S 170th St
80270,SeaTac,N,STC,YES,156,0,NA,NA,51st Ave S & S 168th St
72312,Kirkland,E,KIR,YES,245,1,NA,NA,NE 70th Pl & 116th Ave NE
72319,Redmond,S,RED,YES,930,0,NA,NA,154th Ave NE & NE 90th St
72324,Redmond,E,RED,YES,269,0,NA,NA,NE 65th St & 185th Ave NE
76840,State Dept. of Transportation,E,KEN,YES,322 331 372E 522E,1,NA,NA,NE Bothell Way & 61st Ave NE
76870,State Dept. of Transportation,E,KEN,YES,322 331 372E 522E 981EN,1,NA,NA,NE Bothell Way & 68th Ave NE
76890,Kenmore,E,KEN,YES,372E,1,NA,NA,NE Bothell Way & 77th Ct NE
73990,Redmond,N,RED,YES,221,0,NA,NA,166th Ave NE & NE 91st St
73991,Unknown,N,RED,YES,930,0,NA,NA,Willows Rd NE & NE 116th St
73992,Unknown,S,RED,YES,930,0,NA,NA,Willows Rd NE & NE 116th St
74000,Redmond,N,RED,YES,221,0,NA,NA,166th Ave NE & NE 95th St
74001,Redmond,N,RED,YES,930,0,NA,NA,Willows Rd NE & NE 116th St
74002,Redmond,E,KIR,YES,930,0,NA,NA,NE 124th St & 134th Ct NE
74003,Redmond,S,RED,YES,930,0,NA,NA,Willows Rd NE & NE 116th St
74004,Redmond,W,KIR,YES,930,0,NA,NA,NE 124th St & 134th Ct NE
81199,Auburn,N,AUB,YES,181 917,0,NA,NA,C St SW & C Street SW Ramp
81200,Auburn,N,AUB,YES,181 917,0,NA,NA,S Division St & 3rd St SE
81201,Auburn,E,AUB,YES,184,0,NA,NA,2nd St SE & A St SE
81205,Auburn,E,AUB,YES,181 915,0,NA,NA,2nd St SE & B St SE
81230,King County,E,SHL,YES,348,0,NA,NA,N 185th St & Meridian Ave N
81232,King County,E,SHL,YES,348,0,NA,NA,N 185th St & Corliss Ave N
71150,Redmond,S,RED,YES,249 895EN,0,NA,NA,West Lake Sammamish Pkwy NE & 177th Ave NE
72030,Redmond,W,RED,YES,225 245,0,NA,NA,NE Old Redmond Rd & 143rd Ct NE
70837,Bellevue,E,BEL,YES,245,0,NA,NA,Main St & 152nd Pl SE
70841,Bellevue,W,BEL,YES,271,0,NA,NA,Lake Hills Connector & Richards Rd
70843,Bellevue,E,BEL,YES,271,0,NA,NA,Lake Hills Connector & Richards Rd
74103,King County,S,KIR,YES,930,0,NA,NA,132nd Pl NE & NE 126th Pl
74731,Kirkland,W,KIR,YES,225 255 893N 930,0,NA,NA,NE 128th St & 120th Ave NE
74733,Kirkland,E,KIR,YES,225 239,0,NA,NA,Totem Lake Blvd & NE 124th St
74734,Kirkland,W,KIR,YES,255 893N,0,NA,NA,NE 128th St & I-405 Ramp
74735,Kirkland,W,KIR,YES,225 257 930,0,NA,NA,NE 128th St & 116th Ave NE
74741,Unknown,W,KIR,UNK,225 239,0,NA,NA,Totem Lake Blvd & I-405 NB Exit 20B Ramp
79972,SeaTac,W,STC,YES,F,1,NA,NA,S 154th St & 32nd Ave S
79973,SeaTac,E,STC,YES,F,0,NA,NA,S 154th St & 32nd Ave S
79980,Tukwila,S,TUK,YES,156,0,NA,NA,51st Ave S & S 160th St
79983,Tukwila,W,TUK,YES,156,0,NA,NA,S 164th St & 44th Ct S
80002,Kent,N,KNT,YES,165,0,NA,NA,Lakeside Blvd W & 55th Pl S
80003,Kent,N,KNT,YES,165,0,NA,NA,53rd Pl S & 54th Ave S
80005,Kent,W,KNT,YES,165,0,NA,NA,S 228th St & 54th Ave S
80571,Bellevue,S,BEL,YES,271,0,NA,NA,116th Ave NE & NE 2nd Pl
80572,Bellevue,N,BEL,YES,271,0,NA,NA,116th Ave NE & Main St
72040,Redmond,W,RED,YES,225 245,1,NA,NA,NE Old Redmond Rd & 140th Ave NE
72050,Redmond,W,RED,YES,225 245,1,NA,NA,NE Old Redmond Rd & 137th Ave NE
72060,Kirkland,W,KIR,YES,245 895EN,1,NA,NA,NE 70th Pl & 132nd Ave NE
72080,Kirkland,W,KIR,YES,245,0,NA,NA,NE 70th Pl & 128th Ave NE
72100,Kirkland,W,KIR,YES,245,0,NA,NA,NE 70th St & 124th Ave NE
72932,Bellevue,W,BEL,YES,271,1,NA,NA,NE 8th St & 98th Ave NE
72940,Bellevue,W,BEL,YES,271,1,NA,NA,NE 8th St & 92nd Ave NE
71864,Redmond,S,RED,YES,250,0,NA,NA,Avondale Rd NE & Unnamed
71866,Bellevue,E,BEL,YES,226,0,NA,NA,NE 20th St & NE Bellevue Redmond Rd
71868,Redmond,N,RED,YES,250,0,NA,NA,Avondale Rd NE & Puget Power Trl
71870,Redmond,S,RED,YES,250,0,NA,NA,Avondale Rd NE & NE 104th St
72560,King County,N,RED,YES,250,0,NA,NA,Avondale Rd NE & NE 104th St
74743,Unknown,N,KIR,UNK,225 239,0,NA,NA,Totem Lake Blvd & NE Village Plaza
75830,Shoreline,N,SHL,YES,E,1,NA,NA,Aurora Ave N & N 152nd St
75840,State Dept. of Transportation,N,SHL,YES,E,1,NA,NA,Aurora Ave N & N 155th St
75850,Shoreline,N,SHL,YES,E,1,NA,NA,Aurora Ave N & N 160th St
75860,Shoreline,N,SHL,YES,E,1,NA,NA,Aurora Ave N & N 165th St
75870,State Dept. of Transportation,N,SHL,YES,E,1,NA,NA,Aurora Ave N & N 170th St
80580,Kent,E,KNT,YES,150 162 183,1,NA,NA,W James St & Lincoln Ave N
80590,Kent,E,KNT,YES,150 162 183,0,NA,NA,W James St & 4th Ave N
80600,Kent,E,KNT,YES,150 162 183 914,0,NA,NA,W James St & 1st Ave N
80610,Kent,N,KNT,YES,160,0,NA,NA,Central Ave N & E Meeker St
80620,Kent,N,KNT,YES,153 161,0,NA,NA,Central Ave N & E James St
80630,Kent,N,KNT,YES,153 161,0,NA,NA,Central Ave N & E George St
80640,Kent,N,KNT,YES,153 161 566E,0,NA,NA,Central Ave N & S 228th St
80642,Kent,N,KNT,YES,153 161,0,NA,NA,84th Ave S & S 224th St
81110,Algona,S,ALG,YES,917,0,NA,NA,Algona Blvd N & 10th Ave N
81114,Algona,S,ALG,YES,917,0,NA,NA,Algona Blvd N & 8th Ave N
72950,Bellevue,N,BEL,YES,271,0,NA,NA,Lake Washington Blvd NE & NE 10th St
72960,Clyde Hill,W,MED,YES,271,1,NA,NA,NE 12th St & 84th Ave NE
72970,Medina,N,CH,YES,271,0,NA,NA,84th Ave NE & NE 20th St
72980,Medina,N,CH,YES,271,1,NA,NA,84th Ave NE & NE 24th St
73539,Redmond,E,RED,YES,221,0,NA,NA,NE 116th St & 167th Pl NE
73541,Unknown,E,RED,UNK,221,0,NA,NA,NE 116th St & 169th Ct NE
76377,Kenmore,W,KEN,YES,225,0,NA,NA,NE 181st St & 73rd Ave NE
76390,Kenmore,W,KEN,YES,322 331 372E 522E,1,NA,NA,NE Bothell Way & 68th Ave NE
76420,State Dept. of Transportation,W,KEN,YES,322 331 372E 522E,1,NA,NA,NE Bothell Way & 61st Ave NE
76490,Lake Forest Park,N,LFP,YES,331,0,NA,NA,35th Ave NE & Ballinger Way NE
81115,Algona,S,ALG,YES,917,0,NA,NA,Algona Blvd N & Broadway
81117,Algona,S,ALG,YES,917,0,NA,NA,Main St & 5th Ave N
81122,Algona,S,ALG,YES,917,0,NA,NA,Main St & 2nd Ave N
